Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
Petronas DES 2020-2024-29,Petronas DES 2020-2024,Joetsu,,2024-09-15,JERA (Chubu)-BPS SPA-59,Joetsu,2024-09-15,Ex Ship,Chubu - NBP,Guangdong LNG Terminal,2024-09-26,,,0.1203,"ICE Brent Frontline (3,1,1)",0.0,8.29,1.0,NBP Front Month Average,2.5,10.5,3400000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,0.0,,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",
Freeport -294,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-09-15,JERA (Chubu)-BPS SPA-60,Joetsu,2024-10-25,Patris,Chubu - NBP,,,No,No,1.0,Freeport Contract,0.0,3.5006,1.0,NBP Front Month Average,2.5,11.132,3493157.183776,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,17.436147186147185,,,,
T4-420,T4 TRINIDAD,Point Fortin,170000.0,2024-09-16,PTT-SPA-2018-142,Map Ta Phut,2024-10-21,British Listener,PTT,,,No,No,,[Multi Load],,4.331355,1.0,PTT Index,0.0,9.0156,3606778.87242,South America,South East Asia,Confirmed,Confirmed,14.425245098039214,,,,
OMAN FOB SPA-108,Oman FOB,Qalhat LNG Terminal,152000.0,2024-09-17,Exxon SPA-41,Cochin,2024-09-27,Sean Spirit,Exxon SPA,Ras Laffan (Rich),2024-10-05,No,No,0.1151,"DB (3,1,1)-1",0.0,7.96,0.1182,"DB (3,1,1)-1",0.0,8.172,3549236.5440379996,India & Middle-East,India & Middle-East,Confirmed,Confirmed,5.9259259259259265,11.5,,,
VG1-34,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-09-18,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Qatargas 2022-2026-39,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-09-20,JERA (TEPCO)-BPS SPA-108,Futtsu,2024-10-19,Charter Vessel (TFDE-165),TEPCO 2 (Apr '19 +) Rich,Withnell Bay,2024-09-27,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,6.93,1.0,TEPCO - Combined Rich & Lean,0.0,10.5,3476416.915156,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,9.766369047619047,-6.768115942028985,,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1014",
Coral SPA-25,Coral Base Cargo,Pemba,168350.0,2024-09-21,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -295,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-09-22,Uniper Strip 2023-2024-11,Rotterdam,2024-10-10,Charter Vessel (MEGI-PRS),Uniper Strip 2023-2024,Point Fortin,2024-10-05,No,No,1.0,Freeport Contract,0.0,3.5006,0.0997,"ICE Brent Frontline (3,1,1)",0.0,6.85,3664889.2110389997,North America,European Union,Confirmed,Confirmed,12.856060606060607,-26.294871794871796,,,"Initial Titan wiring: TAC Uniper Strip 2023-2024-08, Port:  Titan Contract: Uniper Strip 2023-2024 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1000"
GZG SPA 2022-2034-24,TAC Pacific Purchase,Guangdong LNG Terminal,,2024-09-26,GZG SPA 2022-2034-24,Guangdong LNG Terminal,2024-09-26,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2024-10-01,,,1.0,TAC Pacific,0.0,8.454,1.0,GZG DES 2022-2034,0.0,7.513,3350000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.2"
NWS Equity -56,NWS Equity 2H,Withnell Bay,160000.0,2024-09-27,CNOOC 2019-2039-85,Tianjin Lingang,2024-10-15,Charter Vessel (TFDE-165),CNOOC 2019-2039,Point Fortin,2025-03-05,No,No,0.0,NWS equity (1 July 2016 -),0.0,7.71,0.0,CNOOC DES,0.0,9.490000000000002,3673109.400122,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,9.813131313131313,4.147182254196642,,,
Freeport -296,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-09-28,Glencore Orsted Novation-25,Rotterdam,2024-10-15,British Sponsor,Orsted DES 2020-2025 (DB6),"Freeport LNG Terminal, Texas, U.S.A.",2024-10-28,No,No,1.0,Freeport Contract,0.0,3.5006,0.0,"10.6% DB611 (Tier 1 3.23Tbtu), TTF FS +0.04 (Tier 2)",0.0,7.430000000000001,3675771.10096,North America,European Union,Confirmed,Confirmed,13.685483870967742,18.445652173913043,,,"3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted."
Fixed Celsius hn2585 Sep-24,Charter In,Inchon - Soraepogu LNG Terminal,,2024-09-30,,Inchon - Soraepogu LNG Terminal,2024-09-30,Celsius hn2585,Charter In,Inchon - Soraepogu LNG Terminal,2024-09-30,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,-0.0,-0.0,,,
Celsius hn2585 Charter out,Charter Out,Inchon - Soraepogu LNG Terminal,,2024-09-30,,Tokyo,2029-06-30,Celsius hn2585,Charter Out,Tokyo,2029-06-30,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,0.0,-0.0,,,
Tangguh SPA-56,Tangguh SPA,Tangguh,176940.0,2024-09-30,Pavilion DES 2024-2033-10,Singapore,2024-10-15,Charter Vessel (DFDE-155),Pavilion DES 2024-2033,Tangguh,2024-10-16,No,S,0.1233,"JCC (3,3,1)",0.0,8.72,0.0,Pavilion DES 2024-2033,0.0,8.153,3445511.4732120004,South East Asia,South East Asia,Confirmed,Confirmed,6.211309523809525,,,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.6"
BPCHC SZG 2023-2032-07,TAC Pacific Purchase,Guangdong LNG Terminal,,2024-10-01,BPCHC SZG 2023-2032-07,Guangdong LNG Terminal,2024-10-01,Ex Ship,Spot Index,Krk Island,2024-10-04,,,1.0,TAC Pacific,0.0,8.753,1.0,BPCHC SZG 2023-2032,0.0,7.904,2900000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC BPCHC SZG 2023-2032-06, Port: Guangdong LNG Terminal Titan Contract: BPCHC SZG 2023-2032 Titan Index: BPCHC SZG 2023-2032, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
Oman 2022-2025-24,Oman 2022-2025,Qalhat LNG Terminal,0.0,2024-10-02,CNOOC 2019-2039-300,Tianjin Lingang,2024-11-08,Merchant,CNOOC 2019-2039,Damietta,2025-10-15,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,6.91087962962963,1.9019174041297935,,,
Coral SPA-26,Coral Base Cargo,Pemba,168350.0,2024-10-02,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
VG1-35,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-10-02,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
PPD Mid Term 2020-33,TAC Atlantic Purchase,Krk Island,,2024-10-04,PPD Mid Term 2020-33,Krk Island,2024-10-04,Ex Ship,PPD Mid Term 2020,Isle of Grain Gas Terminal,2024-10-10,,,1.0,TAC Atlantic,0.0,8.033,0.0,TTF ICIS Heren Front Month Average (EUR),-0.13,6.67,3300000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Atlantic,,
Freeport -297,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-10-04,JERA (TEPCO)-BPS SPA-109,Futtsu,2024-11-11,British Partner,TEPCO 2 (Apr '19 +) Lean,,,No,No,1.0,Freeport Contract,0.0,3.5512000000000006,1.0,TEPCO - Combined Rich & Lean,0.0,10.51,3496655.7413379997,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,18.33675799086758,,,,
T4-421,T4 TRINIDAD,Point Fortin,170000.0,2024-10-05,BPGM IoG-242,Isle of Grain Gas Terminal,2024-10-23,Charter Vessel (MEGI-PRS),Isle of Grain,Damietta,2024-10-15,No,No,,[Multi Load],,3.3885360000000007,1.0,NBP Final Settled,0.0,8.63,3712860.3539230004,South America,European Union,Confirmed,Confirmed,10.026960784313726,-15.319444444444445,Equity pointed to backfillable sales,,
Qatargas 2022-2026-40,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-10-05,Kansai-BPS SPA 1-57,Sakai LNG,2024-10-23,Sean Spirit,Kansai,,,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,6.91,1.1,HH Final Settled,7.0,10.4,3602249.161357,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,15.598039215686276,,,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1015",
BPGM IoG-241,TAC Europe Purchase,Isle of Grain Gas Terminal,,2024-10-10,BPGM IoG-241,Isle of Grain Gas Terminal,2024-10-10,Ex Ship,Isle of Grain,"Freeport LNG Terminal, Texas, U.S.A.",2024-10-16,,,1.0,TAC Europe,0.0,7.933,1.0,NBP Final Settled,0.0,8.63,3300000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Longs against IoG,,
Freeport -298,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-10-10,PTT-SPA-2018-140,Map Ta Phut,2024-11-19,British Achiever,PTT,,,No,No,1.0,Freeport Contract,0.0,3.5512000000000006,1.0,PTT Index,0.0,8.9912,3532258.768125,North America,South East Asia,Confirmed,Confirmed,15.055194805194803,,,,
Coral SPA-27,Coral Base Cargo,Pemba,168350.0,2024-10-13,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
EGAS 2021-2026-19,Spot Index,Damietta,179004.0,2024-10-15,TAC EGAS 2021-2026-19,TAC Europe,2024-10-24,Charter Vessel (MEGI-PRS),TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2025-09-06,No,No,,,,,,,,,,North Africa and Europe,European Union,Confirmed,Notional,17.4375,0.6712816455696203,Longs against TAC Europe,,
VG1-36,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-10-15,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Freeport -299,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155113.0,2024-10-16,CNOOC FOB 2019-2039-13,"Freeport LNG Terminal, Texas, U.S.A.",2024-10-16,Ex Ship,CNOOC 2019-2039 FOB,Sakai LNG,2024-11-12,,,1.0,Freeport Contract,0.0,3.5512,1.0,CNOOC FOB SPA,0.0,7.18,3468900.0,North America,North America,Confirmed,Confirmed,-0.0,0.0,,,
Tangguh SPA-57,Tangguh SPA,Tangguh,176940.0,2024-10-16,Pavilion DES 2024-2033-11,Singapore,2024-11-15,Charter Vessel (DFDE-155),Pavilion DES 2024-2033,Point Fortin,2024-10-17,No,S,,,,,,,,,,South East Asia,South East Asia,Confirmed,Confirmed,2.998563218390805,-14.46111111111111,,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.7"
T4-422,T4 TRINIDAD,Point Fortin,170000.0,2024-10-17,BPGM IoG-243,Isle of Grain Gas Terminal,2024-11-06,Charter Vessel (DFDE-155),Isle of Grain,Point Fortin,2024-10-30,No,No,,,,,,,,,,South America,European Union,Confirmed,Confirmed,8.971491228070176,-21.161458333333332,Equity pointed to backfillable sales,,
OMAN FOB SPA-109,Oman FOB,Qalhat LNG Terminal,152000.0,2024-10-17,Exxon SPA-42,Cochin,2024-10-22,British Contributor,Exxon SPA,,,No,No,0.1151,"DB (3,1,1)-1",0.0,7.93,0.1182,"DB (3,1,1)-1",0.0,8.1483,3576110.964138,India & Middle-East,India & Middle-East,Confirmed,Confirmed,13.333333333333334,,,,
Freeport -300,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-10-22,GZG SPA 2022-2034-26,Guangdong LNG Terminal,2024-11-29,Kinisis,GZG DES 2022-2034,,,No,No,1.0,Freeport Contract,0.0,3.5512000000000006,1.0,GZG DES 2022-2034,0.0,7.47,3520368.8575239996,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,16.67579908675799,,,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.4"
Coral SPA-28,Coral Base Cargo,Pemba,168350.0,2024-10-24,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -301,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-10-28,TAC Freeport -301,TAC Europe,2024-11-10,British Sponsor,TAC Europe Sale,,,No,No,1.0,Freeport Contract,0.0,3.5512000000000006,1.0,TAC Europe,0.0,8.208,3676761.249433,North America,European Union,Confirmed,Notional,18.445652173913043,,Longs against TAC Europe,,
VG1-37,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-10-29,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
T4-423,T4 TRINIDAD,Point Fortin,170000.0,2024-10-30,BPGM IoG-244,Isle of Grain Gas Terminal,2024-11-19,Charter Vessel (DFDE-155),Isle of Grain,Qalhat LNG Terminal,2024-10-31,No,S,,,,,,,,,,South America,European Union,Confirmed,Confirmed,8.971491228070176,-12.15,Equity pointed to backfillable sales,,
OMAN FOB SPA-110,Oman FOB,Qalhat LNG Terminal,152000.0,2024-10-31,Exxon SPA-43,Cochin,2024-11-16,Charter Vessel (DFDE-155),Exxon SPA,Tangguh,2024-11-02,No,No,,,,,,,,,,India & Middle-East,India & Middle-East,Confirmed,Confirmed,3.5555555555555554,-10.408602150537634,,,
Tangguh SPA-58,Tangguh SPA,Tangguh,176940.0,2024-11-02,TAC Tangguh SPA-58,TAC Pacific,2024-11-12,Charter Vessel (DFDE-155),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-11-03,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.921296296296296,-66.5625,Longs against TAC Pacific,,
Freeport -302,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-11-03,TAC Freeport -302,TAC Europe,2024-11-16,Charter Vessel (DFDE-155),TAC Europe Sale,Ras Laffan (Rich),2024-11-08,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.445652173913043,-52.15740740740741,Longs against TAC Europe,,
Coral SPA-29,Coral Base Cargo,Pemba,168350.0,2024-11-04,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Qatargas 2022-2026-41,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-11-08,TAC Qatargas 2022-2026-41,Tokyo,2024-11-27,Charter Vessel (DFDE-155),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-11-09,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.219907407407407,-35.24342105263158,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1016",
Freeport -303,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-11-09,TAC Freeport -303,TAC Europe,2024-11-22,Charter Vessel (DFDE-155),TAC Europe Sale,Point Fortin,2024-11-11,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.445652173913043,-14.243055555555555,Longs against TAC Europe,,
VG1-38,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-11-11,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
T4-424,T4 TRINIDAD,Point Fortin,170000.0,2024-11-11,TAC T4-424,TAC Europe,2024-11-23,Charter Vessel (DFDE-155),TAC Europe Sale,Damietta,2024-11-15,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.537878787878789,,Longs against TAC Europe,,
Kansai-BPS SPA 2-66,TAC Pacific Purchase,Sakai LNG,,2024-11-12,Kansai-BPS SPA 2-66,Sakai LNG,2024-11-12,Ex Ship,Kansai II Alternating Marketing,Krk Island,2024-11-14,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
PPD Mid Term 2020-34,TAC Atlantic Purchase,Krk Island,,2024-11-14,PPD Mid Term 2020-34,Krk Island,2024-11-14,Ex Ship,PPD Mid Term 2020,Tokyo,2024-11-15,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Atlantic,,
Naturgy Atlantic FOB Historic Shortfall-01,Naturgy Atlantic FOB,Point Fortin,156459.0,2024-11-15,,,,,,,,,,,,,,,,,,,South America,,Unconfirmed,,,,Unconfirmed,,
EGAS 2021-2026-20,Spot Index,Damietta,179004.0,2024-11-15,TAC EGAS 2021-2026-20,TAC Europe,2024-11-24,Charter Vessel (DFDE-155),TAC Europe Sale,Qalhat LNG Terminal,2024-11-15,No,No,,,,,,,,,,North Africa and Europe,European Union,Confirmed,Notional,17.4375,-44.666666666666664,Longs against TAC Europe,,
Oman 2022-2025-25,Oman 2022-2025,Qalhat LNG Terminal,0.0,2024-11-15,TAC Oman 2022-2025-25,TAC Middle East,2024-11-29,Charter Vessel (DFDE-155),TAC Middle East Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-11-15,No,No,,,,,,,,,,India & Middle-East,India & Middle-East,Confirmed,Notional,2.5256410256410255,-33.99722222222222,Longs against TAC Middle East,,
Petronas DES 2020-2024-30,Petronas DES 2020-2024,Tokyo,,2024-11-15,TAC Petronas DES 2020-2024-30,Tokyo,2024-11-15,Ex Ship,TAC Pacific Sale,Tianjin Lingang,2024-12-02,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,-0.0,0.0,Longs against TAC Pacific,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",
Coral SPA-30,Coral Base Cargo,Pemba,168350.0,2024-11-15,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -305,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-11-15,TAC Freeport -305,TAC Europe,2024-11-28,Charter Vessel (DFDE-155),TAC Europe Sale,Tangguh,2024-11-19,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.445652173913043,-53.80416666666667,Longs against TAC Europe,,
Tangguh SPA-59,Tangguh SPA,Tangguh,176940.0,2024-11-19,TAC Tangguh SPA-59,TAC Pacific,2024-11-29,Charter Vessel (DFDE-155),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-11-21,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.921296296296296,-73.95833333333333,Longs against TAC Pacific,,
Freeport -306,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-11-21,TAC Freeport -306,TAC Europe,2024-12-04,Charter Vessel (DFDE-155),TAC Europe Sale,Point Fortin,2024-11-24,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.445652173913043,-15.537878787878789,Longs against TAC Europe,,
T4-425,T4 TRINIDAD,Point Fortin,170000.0,2024-11-24,TAC T4-425,TAC Europe,2024-12-06,Charter Vessel (DFDE-155),TAC Europe Sale,Withnell Bay,2024-11-26,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.537878787878789,-37.7689393939394,Longs against TAC Europe,,
VG1-39,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-11-25,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
NWS Equity -57,NWS Equity 2H,Withnell Bay,160000.0,2024-11-26,TAC NWS Equity -57,TAC Pacific,2024-12-07,Charter Vessel (DFDE-155),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-11-27,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,17.017543859649123,-60.51136363636363,Longs against TAC Pacific,,
Coral SPA-31,Coral Base Cargo,Pemba,168350.0,2024-11-26,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -307,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-11-27,TAC Freeport -307,TAC Europe,2024-12-10,Charter Vessel (DFDE-155),TAC Europe Sale,Qalhat LNG Terminal,2024-11-29,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.445652173913043,-37.22222222222222,Longs against TAC Europe,,
OMAN FOB SPA-111,Oman FOB,Qalhat LNG Terminal,152000.0,2024-11-29,TAC OMAN FOB SPA-111,TAC Pacific,2024-12-16,Charter Vessel (DFDE-155),TAC Pacific Sale,Tangguh,2024-12-05,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.513020833333334,-10.440972222222223,Longs against TAC Pacific,,
CNOOC 2019-2039-87,TAC Pacific Purchase,Tianjin Lingang,,2024-12-02,CNOOC 2019-2039-87,Tianjin Lingang,2024-12-02,Ex Ship,CNOOC 2019-2039,Futtsu,2024-12-03,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
JERA (TEPCO)-BPS SPA-110,TAC Pacific Purchase,Futtsu,,2024-12-03,JERA (TEPCO)-BPS SPA-110,Futtsu,2024-12-03,Ex Ship,TEPCO 2 (Apr '19 +) Rich,"Freeport LNG Terminal, Texas, U.S.A.",2024-12-03,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,
Freeport -308,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155113.0,2024-12-03,CNOOC FOB 2019-2039-14,"Freeport LNG Terminal, Texas, U.S.A.",2024-12-03,Ex Ship,CNOOC 2019-2039 FOB,Sakai LNG,2024-12-04,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,-0.0,-0.0,,,
Kansai-BPS SPA 1-58,TAC Pacific Purchase,Sakai LNG,,2024-12-04,Kansai-BPS SPA 1-58,Sakai LNG,2024-12-04,Ex Ship,Kansai,Rotterdam,2024-12-10,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Tangguh SPA-60,Tangguh SPA,Tangguh,176940.0,2024-12-05,TAC Tangguh SPA-60,TAC Pacific,2024-12-15,Charter Vessel (DFDE-155),TAC Pacific Sale,Point Fortin,2024-12-06,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.921296296296296,-57.645833333333336,Longs against TAC Pacific,,
T4-426,T4 TRINIDAD,Point Fortin,170000.0,2024-12-06,TAC T4-426,TAC Europe,2024-12-18,Charter Vessel (DFDE-155),TAC Europe Sale,Ras Laffan (Rich),2024-12-08,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.537878787878789,-24.1969696969697,Longs against TAC Europe,,
Coral SPA-32,Coral Base Cargo,Pemba,168350.0,2024-12-07,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
VG1-40,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-12-08,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Qatargas 2022-2026-42,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-12-08,TAC Qatargas 2022-2026-42,Tokyo,2024-12-27,Charter Vessel (DFDE-155),TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-12-09,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.219907407407407,-35.24342105263158,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1017",
