Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes,Carriage Type
T4-339,T4 TRINIDAD,Point Fortin,170000,01/11/2024,TAC T4-339,TAC Europe,13/11/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Mitsui Sakhalin Strip DES JKTC 2022-2024 -32,Mitsui Sakhalin Strip,TAC Pacific,,01/11/2024,TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -32,TAC Pacific,01/11/2024,Ex Ship,TAC Pacific Sale,Tianjin Lingang,08/11/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,0,Longs against TAC Pacific,"Initial Titan wiring: TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -23, Port: TAC Pacific Titan Contract: Mitsui Sakhalin Strip DES JKTC 2022-2024  Titan Index: ICE Brent Frontline (1,4,1) , Titan Constant: USD/MMBtu 0.05, Titan Multiplier: 0.1164",,DES Purchase
Tangguh SPA-58,Tangguh SPA,Tangguh,176940,02/11/2024,TAC Tangguh SPA-58,TAC Pacific,12/11/2024,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.9212963,,Longs against TAC Pacific,,,BP Delivered
Freeport -302,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,03/11/2024,TAC Freeport -302,TAC Europe,16/11/2024,Maran Gas Alexandria,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",17/09/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,0.317077728,Longs against TAC Europe,,,BP Delivered
Coral SPA-29,Coral Base Cargo,Pemba,168350,04/11/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
CNOOC 2019-2039-86,TAC Pacific Purchase,Tianjin Lingang,,08/11/2024,CNOOC 2019-2039-86,Tianjin Lingang,08/11/2024,Ex Ship,CNOOC 2019-2039,Futtsu,11/11/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Qatargas 2022-2026-41,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/11/2024,TAC Qatargas 2022-2026-41,Tokyo,27/11/2024,Golar Frost,TAC Pacific Sale,"Freeport LNG Terminal, Texas, U.S.A.",27/03/2025,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,5.627216387,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1016",,BP Delivered
Freeport -303,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,09/11/2024,TAC Freeport -303,TAC Europe,22/11/2024,BW Pavilion Leeara,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",23/09/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,0.317077728,Longs against TAC Europe,,,BP Delivered
JERA (TEPCO)-BPS SPA-109,TAC Pacific Purchase,Futtsu,,11/11/2024,JERA (TEPCO)-BPS SPA-109,Futtsu,11/11/2024,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Sakai LNG,12/11/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,,DES Purchase
VG1-38,Spot Index,Sabine Pass LNG Terminal,170060,11/11/2024,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Kansai-BPS SPA 2-66,TAC Pacific Purchase,Sakai LNG,,12/11/2024,Kansai-BPS SPA 2-66,Sakai LNG,12/11/2024,Ex Ship,Kansai II Alternating Marketing,Krk Island,14/11/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
PPD Mid Term 2020-34,TAC Atlantic Purchase,Krk Island,,14/11/2024,PPD Mid Term 2020-34,Krk Island,14/11/2024,Ex Ship,PPD Mid Term 2020,Singapore,15/11/2024,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,DES Purchase
Oman 2022-2025-25,Oman 2022-2025,Qalhat LNG Terminal,0,15/11/2024,TAC Oman 2022-2025-25,TAC Middle East,28/11/2024,Charter Vessel (DFDE-155),TAC Middle East Sale,,,No,No,,,,,,,,,,India & Middle-East,India & Middle-East,Confirmed,Notional,2.735815351,,Longs against TAC Middle East,,,BP Delivered
Freeport -305,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,15/11/2024,TAC Freeport -305,TAC Europe,28/11/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-11,TAC Pacific Purchase,Singapore,,15/11/2024,Pavilion DES 2024-2033-11,Singapore,15/11/2024,Ex Ship,Pavilion DES 2024-2033,Tokyo,15/11/2024,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.7",FOB Sale
Petronas DES 2020-2024-30,Petronas DES 2020-2024,Tokyo,,15/11/2024,TAC Petronas DES 2020-2024-30,Tokyo,15/11/2024,Ex Ship,TAC Pacific Sale,Cochin,16/11/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,,Longs against TAC Pacific,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",,DES Purchase
Coral SPA-30,Coral Base Cargo,Pemba,168350,15/11/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
T4-340,T4 TRINIDAD,Point Fortin,170000,16/11/2024,TAC T4-340,TAC Europe,28/11/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Exxon SPA-43,TAC Middle East Purchase,Cochin,,16/11/2024,Exxon SPA-43,Cochin,16/11/2024,Ex Ship,Exxon SPA,Map Ta Phut,19/11/2024,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,FOB Sale
Tangguh SPA-59,Tangguh SPA,Tangguh,176940,19/11/2024,TAC Tangguh SPA-59,TAC Pacific,29/11/2024,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.9212963,,Longs against TAC Pacific,,,BP Delivered
PTT-SPA-2018-107,TAC Pacific Purchase,Map Ta Phut,,19/11/2024,PTT-SPA-2018-107,Map Ta Phut,19/11/2024,Ex Ship,PTT,TAC Pacific,01/12/2024,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -306,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,21/11/2024,TAC Freeport -306,TAC Europe,04/12/2024,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
VG1-39,Spot Index,Sabine Pass LNG Terminal,170060,25/11/2024,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
NWS Equity -57,NWS Equity 2H,Withnell Bay,160000,26/11/2024,TAC NWS Equity -57,TAC Pacific,07/12/2024,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,17.01754386,,Longs against TAC Pacific,,,BP Delivered
Coral SPA-31,Coral Base Cargo,Pemba,168350,26/11/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
Freeport -307,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,27/11/2024,TAC Freeport -307,TAC Europe,10/12/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
OMAN FOB SPA-111,Oman FOB,Qalhat LNG Terminal,152000,29/11/2024,TAC OMAN FOB SPA-111,TAC Pacific,16/12/2024,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.51302083,,Longs against TAC Pacific,,,BP Delivered
T4-341,T4 TRINIDAD,Point Fortin,170000,01/12/2024,TAC T4-341,TAC Europe,13/12/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,S,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Mitsui Sakhalin Strip DES JKTC 2022-2024 -33,Mitsui Sakhalin Strip,TAC Pacific,,01/12/2024,TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -33,TAC Pacific,01/12/2024,Ex Ship,TAC Pacific Sale,Tianjin Lingang,02/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,,Longs against TAC Pacific,"Initial Titan wiring: TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -23, Port: TAC Pacific Titan Contract: Mitsui Sakhalin Strip DES JKTC 2022-2024  Titan Index: ICE Brent Frontline (1,4,1) , Titan Constant: USD/MMBtu 0.05, Titan Multiplier: 0.1165",,FOB Sale
CNOOC 2019-2039-87,TAC Pacific Purchase,Tianjin Lingang,,02/12/2024,CNOOC 2019-2039-87,Tianjin Lingang,02/12/2024,Ex Ship,CNOOC 2019-2039,"Freeport LNG Terminal, Texas, U.S.A.",03/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -308,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155113,03/12/2024,CNOOC FOB 2019-2039-14,"Freeport LNG Terminal, Texas, U.S.A.",03/12/2024,Ex Ship,CNOOC 2019-2039 FOB,Futtsu,03/12/2024,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
JERA (TEPCO)-BPS SPA-110,TAC Pacific Purchase,Futtsu,,03/12/2024,JERA (TEPCO)-BPS SPA-110,Futtsu,03/12/2024,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Sakai LNG,04/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,,DES Purchase
Kansai-BPS SPA 1-58,TAC Pacific Purchase,Sakai LNG,,04/12/2024,Kansai-BPS SPA 1-58,Sakai LNG,04/12/2024,Ex Ship,Kansai,Rotterdam,10/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Tangguh SPA-60,Tangguh SPA,Tangguh,176940,05/12/2024,TAC Tangguh SPA-60,TAC Pacific,15/12/2024,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.9212963,,Longs against TAC Pacific,,,BP Delivered
Coral SPA-32,Coral Base Cargo,Pemba,168350,07/12/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
Qatargas 2022-2026-42,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/12/2024,TAC Qatargas 2022-2026-42,Tokyo,27/12/2024,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1017",,BP Delivered
VG1-40,Spot Index,Sabine Pass LNG Terminal,170060,08/12/2024,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -309,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,09/12/2024,TAC Freeport -309,TAC Europe,22/12/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Uniper Strip 2023-2024-12,TAC Europe Purchase,Rotterdam,,10/12/2024,Uniper Strip 2023-2024-12,Rotterdam,10/12/2024,Ex Ship,Uniper Strip 2023-2024,Joetsu,11/12/2024,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Europe,,"Initial Titan wiring: TAC Uniper Strip 2023-2024-08, Port:  Titan Contract: Uniper Strip 2023-2024 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1001",DES Purchase
JERA (Chubu)-BPS SPA-61,TAC Pacific Purchase,Joetsu,,11/12/2024,JERA (Chubu)-BPS SPA-61,Joetsu,11/12/2024,Ex Ship,Chubu - NBP,Cochin,11/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Exxon SPA-44,TAC Middle East Purchase,Cochin,,11/12/2024,Exxon SPA-44,Cochin,11/12/2024,Ex Ship,Exxon SPA,Singapore,15/12/2024,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
OMAN FOB SPA-112,Oman FOB,Qalhat LNG Terminal,152000,14/12/2024,TAC OMAN FOB SPA-112,TAC Pacific,31/12/2024,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.51302083,,Longs against TAC Pacific,,,BP Delivered
Pavilion DES 2024-2033-12,TAC Pacific Purchase,Singapore,,15/12/2024,Pavilion DES 2024-2033-12,Singapore,15/12/2024,Ex Ship,Pavilion DES 2024-2033,Rotterdam,15/12/2024,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.8",FOB Sale
Orsted 2020-2025-26,TAC Europe Purchase,Rotterdam,,15/12/2024,Orsted 2020-2025-26,Rotterdam,15/12/2024,Ex Ship,Orsted DES 2020-2025 (DB6),"Freeport LNG Terminal, Texas, U.S.A.",15/12/2024,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Europe,,"3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted.",DES Purchase
Freeport -304,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155000,15/12/2024,Pavilion FOB-14,"Freeport LNG Terminal, Texas, U.S.A.",15/12/2024,Ex Ship,Pavilion SPA FOB,Map Ta Phut,18/12/2024,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
T4-342,T4 TRINIDAD,Point Fortin,170000,16/12/2024,TAC T4-342,TAC Europe,28/12/2024,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
PTT-SPA-2018-109,TAC Pacific Purchase,Map Ta Phut,,18/12/2024,PTT-SPA-2018-109,Map Ta Phut,18/12/2024,Ex Ship,PTT,Krk Island,24/12/2024,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Coral SPA-33,Coral Base Cargo,Pemba,168350,18/12/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
Freeport -310,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,21/12/2024,TAC Freeport -310,TAC Europe,03/01/2025,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Tangguh SPA-61,Tangguh SPA,Tangguh,176940,22/12/2024,TAC Tangguh SPA-61,TAC Pacific,01/01/2025,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.9212963,,Longs against TAC Pacific,,,BP Delivered
VG1-41,Spot Index,Sabine Pass LNG Terminal,170060,22/12/2024,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
PPD Mid Term 2020-35,TAC Atlantic Purchase,Krk Island,,24/12/2024,PPD Mid Term 2020-35,Krk Island,24/12/2024,Ex Ship,PPD Mid Term 2020,Futtsu,26/12/2024,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,FOB Sale
JERA (TEPCO)-BPS SPA-111,TAC Pacific Purchase,Futtsu,,26/12/2024,JERA (TEPCO)-BPS SPA-111,Futtsu,26/12/2024,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Tianjin Lingang,26/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
CNOOC 2019-2039-88,TAC Pacific Purchase,Tianjin Lingang,,26/12/2024,CNOOC 2019-2039-88,Tianjin Lingang,26/12/2024,Ex Ship,CNOOC 2019-2039,Sakai LNG,27/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -311,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,27/12/2024,TAC Freeport -311,TAC Europe,09/01/2025,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-67,TAC Pacific Purchase,Sakai LNG,,27/12/2024,Kansai-BPS SPA 2-67,Sakai LNG,27/12/2024,Ex Ship,Kansai II,Singapore,27/12/2024,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Pavilion SPA DES-09,TAC Pacific Purchase,Singapore,,27/12/2024,Pavilion SPA DES-09,Singapore,27/12/2024,Ex Ship,Pavilion SPA DES,TAC Pacific,01/01/2025,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Oman 2022-2025-26,Oman 2022-2025,Qalhat LNG Terminal,0,29/12/2024,TAC Oman 2022-2025-26,TAC Middle East,11/01/2025,Charter Vessel (DFDE-155),TAC Middle East Sale,,,No,No,,,,,,,,,,India & Middle-East,India & Middle-East,Confirmed,Notional,2.735815351,,Longs against TAC Middle East,,,BP Delivered
Coral SPA-34,Coral Base Cargo,Pemba,168350,29/12/2024,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
T4-343,T4 TRINIDAD,Point Fortin,170000,01/01/2025,TAC T4-343,TAC Europe,13/01/2025,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Mitsui Sakhalin Strip DES JKTC 2022-2024 -34,Mitsui Sakhalin Strip,TAC Pacific,,01/01/2025,TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -34,TAC Pacific,01/01/2025,Ex Ship,TAC Pacific Sale,Cochin,05/01/2025,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Notional,0,0,Longs against TAC Pacific,"Initial Titan wiring: TAC Mitsui Sakhalin Strip DES JKTC 2022-2024 -23, Port: TAC Pacific Titan Contract: Mitsui Sakhalin Strip DES JKTC 2022-2024  Titan Index: ICE Brent Frontline (1,4,1) , Titan Constant: USD/MMBtu 0.05, Titan Multiplier: 0.1166",,DES Purchase
Freeport -312,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,02/01/2025,TAC Freeport -312,TAC Europe,15/01/2025,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
VG1-42,Spot Index,Sabine Pass LNG Terminal,170060,04/01/2025,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Exxon SPA-45,TAC Middle East Purchase,Cochin,,05/01/2025,Exxon SPA-45,Cochin,05/01/2025,Ex Ship,Exxon SPA,Tianjin Lingang,09/01/2025,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,FOB Sale
Freeport -313,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,08/01/2025,TAC Freeport -313,TAC Europe,21/01/2025,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Qatargas 2022-2026-43,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/01/2025,TAC Qatargas 2022-2026-43,Tokyo,27/01/2025,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,P,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1018",,BP Delivered
CNOOC 2019-2039-89,TAC Pacific Purchase,Tianjin Lingang,,09/01/2025,CNOOC 2019-2039-89,Tianjin Lingang,09/01/2025,Ex Ship,CNOOC 2019-2039,Singapore,15/01/2025,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Coral SPA-35,Coral Base Cargo,Pemba,168350,09/01/2025,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
Freeport -314,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064,14/01/2025,TAC Freeport -314,TAC Europe,27/01/2025,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Tangguh SPA-62,Tangguh SPA,Tangguh,176940,15/01/2025,TAC Tangguh SPA-62,TAC Pacific,25/01/2025,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,13.9212963,,Longs against TAC Pacific,,,BP Delivered
Pavilion DES 2024-2033-13,TAC Pacific Purchase,Singapore,,15/01/2025,Pavilion DES 2024-2033-13,Singapore,15/01/2025,Ex Ship,Pavilion DES 2024-2033,Tianjin Lingang,16/01/2025,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.9",FOB Sale
T4-344,T4 TRINIDAD,Point Fortin,170000,16/01/2025,TAC T4-344,TAC Europe,28/01/2025,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
CNOOC 2019-2039-90,TAC Pacific Purchase,Tianjin Lingang,,16/01/2025,CNOOC 2019-2039-90,Tianjin Lingang,16/01/2025,Ex Ship,CNOOC 2019-2039,Futtsu,17/01/2025,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
